MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym|
1303|X in addition to, besides Y|A;T||hoka ni X Y, WHERE: X = characteristic, Y = time||||
1304||-|||746|||
1305|yesterday|N;T|||||yuube|
1306|counter for small animals|C|Used for small animals, insects, fish, reptiles, amphibians, oni (demons/ogres). Usage: (1) ippiki, (2) nihiki), (3) sanbiki, (4) yonhiki, (5) gohiki, (6) roppiki, (7) nanahiki, (8) hachihiki, (9) kyuuhiki, (10) juppiki|||||
1307||-||||||
1308|counter for books, novels|C|||1143|||
1309|counter for boxes (or boxed objects)|C|Use "bako" when necessary.|||||
1310|box, train car, receptacle|N;GO|||349|||
1311|counter for buddhas, gods, nobles|C||||||
1312|pillar, post, support, prom, mainstay|N;GO||||||
1313|counter for buildings, houses|C|This counter is usually not used.|||||
1314|counter for bus line|C||||||
1315|counter for copies of a newspaper or magazine|C|Used for magazines, newspapers or stacks of papers.|||||
1316|counter for days, -st/nd/rd/th day|C|For counting days, except for ichinichi.||1145|||
1317|counter for days, -st/nd/rd/th day (also "of the month")|C|Usage: ichinichi/tsuitachi (1), futsuka (2), mikka (3), yokka (4), itsuka (5), muika (6), nanoka (7), youka (8), kokonoka (9), touka (10), juu yokka (14), hatsuka (20), nijuu yokka (24)||1130, 1131|||
1318|day of the month|N;T|||||hi|
1319|counter for degrees, times|C|Used for occurrences, number of times, degrees of temperature or angle (see also: kai). Examples: ichido (once), saido (twice), sando (thrice)...||1137, 1138||kai, tabi|
1320|counter for desks, chairs, long-stemmed glasses|C|Use "byaku" when necessary.|||||
1321|counter for floor, stories|C|||1136|||
1322|counter for food, drink, medicine, etc.|C||||||
1323|counter for full glasses, cups, drinks|C|Used for cups and glasses of drink, spoonsful, cuttlefish, octopuses, crabs, squid, abalone, boats (slang). Usage: (1) ippai, (2) nihai, (3) sanbai, (4) yonhai, (5) gohai, (6) roppai, (7) nanahai, (8) hachihai, (9) kyuuhai, (10) juppai||1142|||
1324|counter for goods, items, articles of clothing, works of art, etc.|C||||||
1325|spot, mark, point, dot, score, point|N;Abs||||||
1326|decimal point|N;MSE||||||
1327||-||||||
1328|departure, departing (from ...), departing (at time ...)|N;Ac||||||
1329|departing from, departing at time, sent by, sent at|Sx|||1329|||
1330|counter for hour-long periods|C|Usage: yojikan (4), shichijikan (7), kujikan (9), juuyojikan (14), nijuuyojikan (24)||1146|||
1331|time|N;T|||481, 1314, 1320||toki|
1332|counter for house number|C||||||
1333||-||||||
1334|counter for broad, flat objects, levels or stages, e.g. in a video game|C|Used for mirrors, boards for board games (chess, igo, shogi), stages of computer games, walls of a room, tennis courts.|||||
1335|counter for long narrow objects|C|Used for trees, pencils, bottles, sticks, etc.. (Note tha the counter for book is "satsu", not "hon"). Usage: ippon (1), sanbon (3), roppon (6), happon (8), juppon (10), nanbon (how many)||1121, 1122|||
1336|book, volume, script|N;GO|||298|||
1337|counter for machines, incl. vehicles|C|Used for cars, bicycles, machines, mechanical devices, household appliances.||1149|||
1338|counter for month-long periods|C|Usage: ikkagetsu/hitotsuki (1), nikagetsu (2), rokkagetsu (6), hachikagetsu/hakkagetsu (8), jikkagetsu/jukkagetsu (10)||1147, 1148|||
1339|counter for multiples|C|Used for multiples, fold as in "twofold". Examples: ippai (1), sanbai (3), roppai (6), happai (8), jubbai (10)||1135|||
1340|counter for nights of a stay|C|Usage: ippaku (1), nihaku (2), sampaku (3), yonhaku/yompaku (4), gohaku (5), roppaku (6), nanahaku (7), happaku (8), kyuuhaku (9), zyuppaku (10)|||||
1341|counter for number|C|Used in position, turn, sports matches.||1139, 377, 1140, 1141|||
1342|counter for hours|C|Usage: yoji (4), shichiji (7), kuji (9). In speech use numbers until 12 only, e.g. yoji (16) instead of juu roku ji.||1128, 1129, 1329|||
1343|hour, moment|N;T|||437|||
1344|counter for people|C|Usage: hitori (1), futari (2), yonnin (4), shichinin (7), juuyonin (14), nijuuyonin (24)||1134, 7, 1290, 1355|||
1345|counter for people|C|Used in a polite context.|||||
1346|counter for pills, capsules|C|||1284|||
1347|counter for rooms|C|This room counter is usually not used.|||||
1348|counter for seconds|C||||||
1349|counter for sheets, thin flat objects|C|Used for paper, tickets, hankerchiefs, sliced things, etc..||1124|||
1350|counter for small round objects|C|Used for apples, candy, marbles, etc.. Also used for military units. Examples: ikko (1), rokko (6), hakko (8), jukko (10), nanko (how many)||1123|||
1351|counter for sorts of things, number of varieties, categories|C||||||
1352|variety, kind, type, category, species, sort|N;Abs||||||
1353|-st/nd/rd/th (number)|C||||||
1354|-st/nd/rd/th month of the year (ie. Jan...dec)|C||||||
1355|month|N;T||||||
1356|counter for stories|C|Used for stories, episodes of TV series, etc.|||||
1357|counter for swings, shakes, waves|C||||||
1358||-||||||
1359||-||||||
1360|after a relatively long time interval (of waiting), after a pause|Sx|||1312, 1313|||
1361|style, manner|Sx||||||
1362|counter for Tatami mats|C|||1370|||
1363|counter for thick slices, cuts (e.g. fish, meat)|C||||||
1364|counter for thousands|C|Usage: issen (1), sanzen (3), hassen (8), nanzen (how many)|||||
1365|one thousand |N;num|||9|||
1366|counter for times, occurences|C|Used for occurrences, number of times (see also: do). Examples: ikkai (once), nikai (twice), ikkaime (first time), nikaime (second time)||1135, 1388, 1428||do, tabi|
1367|counter for times, occurences|C|||||do, kai|
1368|counter for undefined objects|C|Usage: hitotsu (1), futatsu (2), mittsu (3), yottsu (4), itsutsu (5), muttsu (6), nanatsu (7), yattsu (8), kokonotsu (9), tou (10)||1125, 1126, 1127|||
1369|counter for weeks|C|||1137|||
1370|week|N;T|As of time passing.||499|||
1371|counter for year-long periods|C||||||
1372|counter for years|C|Used for years, school years (grades), not years of age.||1144|||
1373|counter for years old, school years|C|used for years of age (才 is used informally as a shorthand), counter is optional. Examples: issai (1), hachisai/hassai (8), jissai/jussai (10), juu issai (11), hatachi (20).||1132, 1133|||
1374|counter for yen|C||||||
1375|yen, Japanese monetary unit|N;Abs||||||
1376|(he) has bad taste, (he) has bad fashion sense|CE||||||
1377|(I) am feeling dizzy|CE||||||
1378|(I) am not feeling well|CE||||||
1379|(I) have a cough|CE||||||
1380|(I) have a runny nose|CE||||||
1381|(I) sneezed|CE||||||
1382|(I) will check and see|CE|||1392|||
1383|(let it be) as it is|CE||||||
1384|according to|CE|||1256|||
1385|again next week|CE|||1223|||
1386|ah, ok|CE|||1211|||
1387|almost never, few and far between, little or nothing, hardly any, hardly anything at all, very little|CE||||||
1388|are you well?|CE|||1152|||
1389|as (in the role of), for (from the viewpoint of), (not) even|CE||||||
1390|as a matter of fact, by the way, to tell you the truth, to be honest, frankly, the story is|CE||||||
1391|as I though, also, still, in spite of, absolutely, of course|CE||||||
1392|as much as (I) can, as much as possible, if at all possible|CE|||1293, 1294|||
1393|as one would expect|CE||||||
1394|at the very least|CE||||||
1395|baby, newborn|CE|Literally means "Mr./Mrs. red", in reference to the color of a newborn.|||||
1396|before I knew it, without noticing it|CE||||||
1397|both people|CE|||1174|||
1398|like, as if, the same as|N;Abs||||||
1399||-||||||
1400|well now|CE|||1214|||
1401|cannot be helped, unavoidable|CE||||||
1402|certainly|CE||||||
1403|closed, no longer in business|CE||||||
1404|come to think of it|CE|||1212|||
1405|come, go, stay|CE|Used as an imperative, usu. To children or one's inferiors.|||||
1406|congratulations|CE||||||
1407|congratulations|CE|||1184|||
1408|dislike of very hot food or drink, inability to take hot food|CE|Usually used to describe a person with this limitation.|||||
1409|don't you agree, I thought you'd say that|CE||||||
1410|every one of…|CE||||||
1411|everyone says so|CE||||||
1412|excuse me|CE||||||
1413||-||||||
1414|for this purpose|CE|||1269|||
1415|for, in regard to, per|CE||||||
1416|from what I can tell|CE|||1179|||
1417|full to the brim|CE||||||
1418|get well soon|CE|||1208|||
1419|take care|CE|||1185|||
1420|go and come back (when leaving a home)|CE|||1181|||
1421|good bye|CE|||1161|||
1422|good combination|CE|||1217|||
1423|good evening|CE|||1159|||
1424|good idea|CE|||1164|||
1425|good morning, pleasant shift|CE|||1157|||
1426|good night|CE|||1160|||
1427|got stuck and there is no way back|CE|||1205|||
1428|Greetings / Sorry for disturbing you|CE|ME#0241;0242|||||
1429|have no choice|CE||||||
1430|hello|CE|||1158|||
1431|hello (telephone)|CE|||465|||
1432|hold it carefully because it is important|CE||||||
1433|how|CE||||||
1434|how hungry are you|CE||||||
1435|how is it|CE||||||
1436|how was it?|CE||||||
1437|how was it?|CE||||||
1438|how, in what way, by what means|CE|Lieterally "dou" (how) + "yatte" (do).||1457|||
1439|how…!, what…!, what?|CE||||||
1440|such as, (things) like|Sx||||||
1441|I agree|CE|||1165|||
1442|I am sorry to have been rude|CE||||||
1443|I am sorry, excuse me|CE|||1163|||
1444|I appreciated the food|CE|||1175|||
1445|I happened to be|CE||||||
1446|I mean…|CE|Used at the beginning of a sentence.|||||
1447||-||||||
1448|I wonder|CE||||||
1449|if possible|CE||||||
1450|I'll do my best|CE|||1193|||
1451|I'm going and coming back (when leaving a home)|CE|||1182|||
1452|I'm looking forward (to it)|CE||||||
1453|I'm thirsty (my throat is dry)|CE|||1206|||
1454|in, at, for|CE||||||
1455|is referred to as|CE|||1362, 1363|||
1456|Is something wrong?|CE|||1344|||
1457|Is that so?|CE|||1150|||
1458|is what (I) mean|CE|||1219|||
1459|isn't it?|CE|Colloquial (slang), contraction of "ja nai".|||||
1460|it costs|CE||||||
1461|it goes without saying|CE|||1209|||
1462|it is me, not you|CE||||||
1463|it is not possible, there is no such thing as|CE||||||
1464|it is very important (to someone)|CE||||||
1465|it serves you right|CE|Colloquial|||||
1466|it will be ok soon|CE||||||
1467|I've enjoyed my meal very much|CE||||||
1468|I've heard that, rumour has it that, it appears as if|CE||||||
1469|ladies and gentlemen|CE||||||
1470|let me introduce you (to a person)|CE||||||
1471|let me see, well|CE|||1171|||
1472|let there be good (respects), my best greetings, please favor me|CE||||||
1473|let's eat, bon appetit, enjoy the meal|CE||||||
1474|let's go, are you ready yet|CE||||||
1475|like everyone, in a normal fashion|CE||||||
1476|lit. it is well, please (help) me|CE|ME#0237;0238;0239;0240|||||
1477|long time, eh?|CE|||1151|||
1478|may I come in|CE||||||
1479|maybe not, possibly not|CE||||||
1480|maybe, possibly, perhaps, seems to do/be|CE|ME#0047;0048;0049;0050|||||
1481|my favorite ...|CE|Literally means "enters my spirit".||1207|||
1482|my/their name is (polite)|CE||||||
1483|near here|CE|||1222|||
1484|no admittance|CE|||1197|||
1485|no left turn|CE|||1195|||
1486|no parking|CE|||1198|||
1487|no right turn|CE|||1194|||
1488|no smoking|CE|||1202|||
1489|non-smoking car|CE|||387|||
1490|not only|CE||X bakari dewa naku|1229|||
1491|not only|CE|||1206|||
1492|nothing can be done (about it)|CE||||||
1493|now that you mention it, well in fact|CE|||1424|||
1494|okay?|CE||||||
1495|once more|CE|||1186, 1353|||
1496|one after the other|CE||||||
1497|one way street|CE|||1196|||
1498|open now (store)|CE||||||
1499|out of the question, impossible, no good|CE|||1191|||
1500|pardon (my leaving ahead), excuse me, goodbye|CE|||1188|||
1501|please (go) ahead|CE|||1189|||
1502|please do not litter|CE|||1199|||
1503|please do not touch|CE|||1200|||
1504|please do your best (encouragement)|CE|||1192|||
1505|please go on|CE|||||tsuzukete kudasai|
1506|please help me, please, I'd like to ask you a favor, thank you|CE||Used in a polite context|1173|||
1507|please help yourself|CE|||1176|||
1508|please keep off the grass|CE|||1201|||
1509|please wait|CE|||1178|||
1510|please wait a little|CE|||1187|||
1511|pleased to meet you (1st meeting)|CE|||1156|||
1512|preparing to open/closed for the day (store)|CE||||||
1513|probably not so|CE||||||
1514|really!, unbelievable!, no way!, you must be kidding|CE|Literally means "it's a lie".|||||
1515|lie, falsehood, incorrect fact|N;Abs||||||
1516|sorry|CE||||||
1517|sorry to have kept you waiting|CE|||1170|||
1518|stop bullshitting me, you're kidding me, you're full of shit|CE||||||
1519|take care (of yourself)|CE|||1190|||
1520|take care of yourself|CE||||||
1521|take your time|CE|||1169|||
1522|taking a shower|CE|||1230|||
1523|thank you|CE|||1204|||
1524|thank you (very much)|CE|||1162|||
1525|thank you for the hard work|CE|||1180|||
1526|thank you very much for your time|CE|||1168|||
1527|thanks a lot|CE||||||
1528|that is not necessarily so|CE||||||
1529|that is so|CE|Colloquial form of "no desu", used in speech only.||1231|||
1530|that'll be fine|CE|||1172|||
1531|that's not it at all|CE|"deshou" or "darou" replaces "desu yo" in common speech.|||||
1532|that's wrong|CE|||1177|||
1533|The Second World War|CE||||||
1534|the very first|CE||||||
1535|there's nothing one can do|CE|||1353||nothing to do, nothing I can do, nothing you can do|
1536|to be famous, to be on everyone's lips, to be well-known|CE||||||
1537|to be interested in something|CE||||||
1538|to be on one's mind, to worry one, to care about, to be bothered by, to feel uneasy, to be anxious, to feel inclined|CE||||||
1539|to brush (one's teeth)|CE||||||
1540|to cash a cheque|CE||||||
1541|to clap hands|CE||||||
1542|to disappear, to stop being, to leave|CE||||||
1543|to feed animals|CE|||||tabesaseru|
1544|to feed humans|CE|||||esa wo yaru|
1545|to get expelled|CE||||||
1546|to get lost, to lose one's way|CE||||||
1547|to get off the train|CE||||||
1548|to get sick, to catch a cold|CE||||||
1549|to lead to ...|CE|||1155|||
1550|to lie down (and rest)|CE||||||
1551|to make a face|CE|||1422|||
1552|to make a phone call, to call (on the phone)|CE|Used as an imperative, usu. To children or one's inferiors.|||||
1553|to meet by chance|CE|Different from "ni au" (to meet by plan).|||||
1554|to not apply, to be proof against|CE||||||
1555||-|||||setsumon suru|
1556|to receive favor, to be much obliged to someone, to be indebted, to be grateful|CE||||||
1557|to stop working at a company, to quit, to resign|CE|||830, 1408|||
1558|to take a fleeting glance at, to take a quick look at|CE||||||
1559|to take a vacation, to go on vacation|CE||||||
1560|to taste|CE||||||
1561|to tell a lie, to lie|CE||||||
1562|to watch|CE|Used in a polite setting.||||伽藍になります, garan ni narimasu|
1563|to wear watch|CE|||1425|||
1564|turn up the volume|CE|||62|||
1565|twice a day|CE|||1428|||
1566|under construction|CE|||1203|||
1567|unlike always|CE|Used in a colloquial manner.|||||
1568|until next time, see you again next time|CE||||||
1569|until next time, see you again next time|CE|||1166|||
1570|very likely, very probable|CE||||||
1571|very soon|CE||||||
1572|welcome back/home|CE|||1167|||
1573|welcome back/home|CE||||||
1574|welcome, can I help you, may I help you|CE||||||
1575|welcome, can I help you, may I help you|CE|||1153|||
1576|welcome, can I help you, may I help you|CE|Tokyo dialect for "irasshaimase".|||||
1577|what (he) said|CE||||||
1578|what food will you order|CE||||||
1579|what will you do?|CE||||||
1580|what's wrong?|CE|||1424|||
1581|when I was a child|CE||||||
1582|when you say …, means, is, because, that is to say|CE|Use "tte" instead of "toiu no wa" in colloquial speech.||152|||
1583|with pleasure|CE|||1210|||
1584|with regards to, regarding, concerning|CE||||||
1585|would you like to see it? (polite)|CE|||1154|||
1586|you're welcome, not at all|CE|||1163|||
1587|yours sincerely, respectfully yours|CE||||||
1588|a unliked person|IES||||||
1589|ass|IES||||||
1590|bad human|IES||||||
1591|cheap|IES||||||
1592|direct insult and dismissal|IES||||||
1593|dont fuck with me|IES||||||
1594|fuck off, disappear|IES||||||
1595|fat|IES||||||
1596|female genetalia, pussy|IES|Very vulgar, usually censored.|||||
1597|fuck, shithead, bastard|IES||||||
1598|get out of my way|IES||||||
1599|go away, fuck off|IES||||||
1600|go to hell|IES|Literally means "die".|||||
1601|gross|IES|Very vulgar.|||||
1602|I will beat you and kill you|IES|Highly vulgar if used to convey the speaker's intent.|||||
1603|I will kill you|IES|Highly vulgar if used to convey the speaker's intent.|||||
1604|leave me alone|IES||||||
1605|geek, nerd, enthusiast, otaku|IES||||||
1606|geek, nerd, enthusiast, otaku|N;Pe||||||
1607|no good guy|IES||||||
1608|not cool, ugly, unattractive|IES||||||
